data	close
1,015	2720,965576
1,019	2720,965576
1,023	2737,453613
1,027	2737,453613
1,031	2737,453613
1,035	2737,453613
1,039	2737,453613
1,043	2737,453613
1,047	2737,453613
1,051	2737,453613
1,055	2737,453613
1,059	2737,453613
1,062	2737,453613
1,066	2737,453613
1,07	2737,453613
1,074	2752,755859
1,078	2752,755859
1,082	2752,755859
1,086	2752,755859
1,09	2752,755859
1,094	2752,755859
1,098	2752,755859
1,102	2752,755859
1,106	2752,755859
1,11	2752,755859
1,114	2752,755859
1,118	2752,755859
1,122	2767,139893
1,126	2767,139893
1,13	2767,139893
1,133	2767,139893
1,137	2767,139893
1,141	2767,139893
1,145	2767,139893
1,149	2767,139893
1,153	2767,139893
1,157	2767,139893
1,161	2767,139893
1,165	2767,139893
1,169	2767,139893
1,173	2780,682373
1,177	2780,682373
1,181	2780,682373
1,185	2780,682373
1,189	2780,682373
1,193	2780,682373
1,197	2780,682373
1,201	2780,682373
1,205	2780,682373
1,209	2780,682373
1,213	2780,682373
1,217	2780,682373
1,221	2780,682373
1,224	2793,574463
1,228	2793,574463
1,232	2793,574463
1,236	2793,574463
1,24	2793,574463
1,244	2793,574463
1,248	2793,574463
1,252	2793,574463
1,256	2793,574463
1,26	2793,574463
1,264	2793,574463
1,268	2793,574463
1,272	2793,574463
1,276	2805,319092
1,28	2805,319092
1,284	2805,319092
1,288	2805,319092
1,292	2805,319092
1,296	2805,319092
1,3	2805,319092
1,304	2805,319092
1,308	2805,319092
1,312	2805,319092
1,315	2805,319092
1,319	2805,319092
1,323	2816,068848
1,327	2816,068848
1,331	2816,068848
1,335	2816,068848
1,339	2816,068848
1,343	2816,068848
1,347	2816,068848
1,351	2816,068848
1,355	2816,068848
1,359	2816,068848
1,363	2816,068848
1,367	2816,068848
1,371	2816,068848
1,375	2826,359375
1,379	2826,359375
1,383	2826,359375
1,387	2826,359375
1,391	2826,359375
1,394	2826,359375
1,398	2826,359375
1,402	2826,359375
1,406	2826,359375
1,41	2826,359375
1,414	2826,359375
1,418	2826,359375
1,422	2826,359375
1,426	2836,152832
1,43	2836,152832
1,434	2836,152832
1,438	2836,152832
1,442	2836,152832
1,446	2836,152832
1,45	2836,152832
1,454	2836,152832
1,458	2836,152832
1,462	2836,152832
1,466	2836,152832
1,47	2836,152832
1,473	2836,152832
1,477	2845,333984
1,481	2845,333984
1,485	2845,333984
1,489	2845,333984
1,493	2845,333984
1,497	2845,333984
1,501	2845,333984
1,505	2845,333984
1,509	2845,333984
1,513	2845,333984
1,517	2845,333984
1,521	2845,333984
1,525	2845,333984
1,529	2845,333984
1,533	2845,333984
1,537	2845,333984
1,541	2845,333984
1,545	2845,333984
1,549	2845,333984
1,553	2845,333984
1,556	2845,333984
1,56	2845,333984
1,564	2845,333984
1,568	2845,333984
1,572	2845,333984
1,576	2861,325195
1,58	2861,325195
1,584	2861,325195
1,588	2861,325195
1,592	2861,325195
1,596	2861,325195
1,6	2861,325195
1,604	2861,325195
1,608	2861,325195
1,612	2861,325195
1,616	2861,325195
1,62	2861,325195
1,624	2861,325195
1,628	2868,364258
1,632	2868,364258
1,636	2868,364258
1,64	2868,364258
1,643	2868,364258
1,647	2868,364258
1,651	2868,364258
1,655	2868,364258
1,659	2868,364258
1,663	2868,364258
1,667	2868,364258
1,671	2868,364258
1,675	2868,364258
1,679	2874,829346
1,683	2874,829346
1,687	2874,829346
1,691	2874,829346
1,695	2874,829346
1,699	2874,829346
1,703	2874,829346
1,707	2874,829346
1,711	2874,829346
1,715	2874,829346
1,719	2874,829346
1,723	2874,829346
1,727	2874,829346
1,731	2874,829346
1,734	2874,829346
1,738	2874,829346
1,742	2874,829346
1,746	2874,829346
1,75	2874,829346
1,754	2874,829346
1,758	2874,829346
1,762	2874,829346
1,766	2874,829346
1,77	2874,829346
1,774	2874,829346
1,778	2886,5354
1,782	2886,5354
1,786	2886,5354
1,79	2886,5354
1,794	2886,5354
1,798	2886,5354
1,802	2886,5354
1,806	2886,5354
1,81	2886,5354
1,814	2886,5354
1,818	2886,5354
1,821	2886,5354
1,825	2886,5354
1,829	2891,241211
1,833	2891,241211
1,837	2891,241211
1,841	2891,241211
1,845	2891,241211
1,849	2891,241211
1,853	2891,241211
1,857	2891,241211
1,861	2891,241211
1,865	2891,241211
1,869	2891,241211
1,873	2891,241211
1,877	2891,241211
1,881	2895,334229
1,885	2895,334229
1,889	2895,334229
1,893	2895,334229
1,897	2895,334229
1,901	2895,334229
1,905	2895,334229
1,909	2895,334229
1,912	2895,334229
1,916	2895,334229
1,92	2895,334229
1,924	2895,334229
1,928	2895,334229
1,932	2895,334229
1,936	2895,334229
1,94	2895,334229
1,944	2895,334229
1,948	2895,334229
1,952	2895,334229
1,956	2895,334229
1,96	2895,334229
1,964	2895,334229
1,968	2895,334229
1,972	2895,334229
1,976	2895,334229
1,98	2903,406006
1,984	2903,406006
1,988	2903,406006
1,992	2903,406006
1,996	2903,406006
2,004	2903,406006
2,008	2903,406006
2,011	2903,406006
2,015	2903,406006
2,019	2903,406006
2,023	2903,406006
2,027	2903,406006
2,031	2906,772461
2,035	2906,772461
2,039	2906,772461
2,043	2906,772461
2,047	2906,772461
2,051	2906,772461
2,055	2906,772461
2,059	2906,772461
2,063	2906,772461
2,067	2906,772461
2,071	2906,772461
2,075	2906,772461
2,079	2906,772461
2,083	2910,406982
2,087	2910,406982
2,09	2910,406982
2,094	2910,406982
2,098	2910,406982
2,102	2910,406982
2,106	2910,406982
2,11	2910,406982
2,114	2910,406982
2,118	2910,406982
2,122	2910,406982
2,126	2910,406982
2,13	2910,406982
2,134	2913,658691
2,138	2913,658691
2,142	2913,658691
2,146	2913,658691
2,15	2913,658691
2,154	2913,658691
2,158	2913,658691
2,162	2913,658691
2,166	2913,658691
